Var1,Location,Confidence,Condition
Q3ZCQ8,Postsynapse,Medium,AD
Q3ZCW2,Cytoskeleton,High,AD
Q49A26,Nucleus,High,AD
Q4G0F5,Cytoskeleton,Medium,AD
Q4G0N4,Cytoplasm,High,AD
Q4G176,Mitochondria,High,AD
Q4J6C6,Cytoskeleton,High,AD
Q4KMP7,Endoplasmic Reticulum,Medium,AD
Q504Y0,Endoplasmic Reticulum,High,AD
Q52LD8,Mitochondria,Medium,AD
Q52LJ0,Nucleus,High,AD
Q53GQ0,Cytoskeleton,High,AD
Q53H12,Cytoskeleton,Medium,AD
Q53HC9,Mitochondria,Medium,AD
Q58FF8,Cytoskeleton,High,AD
Q59EK9,Endoplasmic Reticulum,High,AD
Q5FWE3,Endoplasmic Reticulum,Medium,AD
Q5H9L2,Cytoplasm,High,AD
Q5H9R7,Mitochondria,Medium,AD
Q5HYK3,Mitochondria,High,AD
Q5JPH6,Mitochondria,Medium,AD
Q5JTD7,Mitochondria,High,AD
Q5JU85,Postsynapse,High,AD
Q5SQI0,Endoplasmic Reticulum,Medium,AD
Q5SRE7,Endoplasmic Reticulum,High,AD
Q5SSJ5,Cytoskeleton,High,AD
Q5T0D9,Cytoskeleton,Medium,AD
Q5T440,Mitochondria,High,AD
Q5T5C0,Endoplasmic Reticulum,Medium,AD
Q5TFE4,Cytoplasm,High,AD
Q5TH69,Endoplasmic Reticulum,High,AD
Q5VIR6,Endoplasmic Reticulum,Medium,AD
Q5VSL9,Mitochondria,Medium,AD
Q5VT25,Mitochondria,High,AD
Q5VT66,Mitochondria,High,AD
Q5VUB5,Mitochondria,Medium,AD
Q5VW32,Endoplasmic Reticulum,Medium,AD
Q5VWJ9,Mitochondria,Medium,AD
Q5VWZ2,Mitochondria,Medium,AD
Q5VYK3,Endoplasmic Reticulum,High,AD
Q5VZ66,Mitochondria,Medium,AD
Q63HM9,Cytoplasm,Medium,AD
Q643R3,Endoplasmic Reticulum,Medium,AD
Q66K14,Endoplasmic Reticulum,High,AD
Q68DU8,Mitochondria,Medium,AD
Q6BCY4,Cytoplasm,Medium,AD
Q6DN90,Cytoskeleton,High,AD
Q6FI81,Nucleus,Medium,AD
Q6IAA8,Presynapse,High,AD
Q6IBS0,Cytoskeleton,High,AD
Q6IQ20,Presynapse,Medium,AD
Q6KCM7,Postsynapse,Medium,AD
Q6NUK1,Mitochondria,High,AD
Q6NUQ4,Nucleus,Medium,AD
Q6NVY1,Cytoskeleton,Medium,AD
Q6NXS1,Cytoplasm,High,AD
Q6NZI2,Nucleus,High,AD
Q6P1X6,Mitochondria,High,AD
Q6P2Q9,Nucleus,High,AD
Q6P3W7,Endoplasmic Reticulum,Medium,AD
Q6P4A7,Mitochondria,High,AD
Q6P587,Cytoskeleton,High,AD
Q6PCB7,Endoplasmic Reticulum,Medium,AD
Q6PCE3,Cytoplasm,Medium,AD
Q6PGP7,Nucleus,Medium,AD
Q6PKG0,Endoplasmic Reticulum,High,AD
Q6PUV4,Cytoskeleton,High,AD
Q6UW68,Endoplasmic Reticulum,High,AD
Q6UWE0,Endoplasmic Reticulum,High,AD
Q6UWP2,Cytoplasm,High,AD
Q6UWR7,Cytoskeleton,High,AD
Q6UXD5,Mitochondria,Medium,AD
Q6XQN6,Cytoplasm,High,AD
Q6Y7W6,Endoplasmic Reticulum,High,AD
Q6YN16,Cytoskeleton,Medium,AD
Q6YP21,Mitochondria,Medium,AD
Q6ZSS7,Endoplasmic Reticulum,High,AD
Q6ZT12,Mitochondria,Medium,AD
Q6ZVL6,Mitochondria,Medium,AD
Q6ZVM7,Cytoskeleton,High,AD
Q709C8,Cytoskeleton,Medium,AD
Q71DI3,Nucleus,High,AD
Q71U36,Cytoskeleton,High,AD
Q71UI9,Nucleus,High,AD
Q765P7,Endoplasmic Reticulum,High,AD
Q7KZN9,Mitochondria,High,AD
Q7L099,Cytoskeleton,High,AD
Q7L0J3,Cytoskeleton,High,AD
Q7L1I2,Plasma membrane,Medium,AD
Q7L1Q6,Endoplasmic Reticulum,Medium,AD
Q7L1S5,Postsynapse,Medium,AD
Q7L266,Cytoskeleton,Medium,AD
Q7L2E3,Endoplasmic Reticulum,Medium,AD
Q7L2H7,Endoplasmic Reticulum,Medium,AD
Q7L3T8,Mitochondria,Medium,AD
Q7L576,Endoplasmic Reticulum,Medium,AD
Q7Z3D6,Mitochondria,Medium,AD
Q7Z3J2,Endoplasmic Reticulum,Medium,AD
Q7Z406,Cytoskeleton,Medium,AD
Q7Z4H3,Cytoplasm,High,AD
Q7Z4S6,Cytoskeleton,High,AD
Q7Z4W1,Cytoskeleton,High,AD
Q7Z6G3,Cytoplasm,High,AD
Q7Z6L0,Cytoskeleton,High,AD
Q7Z6Z7,Cytoskeleton,High,AD
Q7Z7A4,Endoplasmic Reticulum,High,AD
Q7Z7H8,Mitochondria,Medium,AD
Q7Z7L7,Mitochondria,Medium,AD
Q86SK9,Endoplasmic Reticulum,Medium,AD
Q86SX6,Postsynapse,Medium,AD
Q86SZ2,Endoplasmic Reticulum,High,AD
Q86TP1,Endoplasmic Reticulum,Medium,AD
Q86TX2,Cytoskeleton,Medium,AD
Q86UP2,Endoplasmic Reticulum,High,AD
Q86UW8,Presynapse,Medium,AD
Q86V88,Endoplasmic Reticulum,Medium,AD
Q86VP6,Cytoskeleton,High,AD
Q86VU5,Mitochondria,Medium,AD
Q86WA6,Mitochondria,High,AD
Q86WU2,Mitochondria,High,AD
Q86X76,Cytoskeleton,High,AD
Q86XE3,Mitochondria,High,AD
Q86Y39,Mitochondria,High,AD
Q86YM7,Postsynapse,Medium,AD
Q8IU85,Cytoskeleton,Medium,AD
Q8IUR0,Endoplasmic Reticulum,High,AD
Q8IUR7,Endoplasmic Reticulum,Medium,AD
Q8IV08,Endoplasmic Reticulum,High,AD
Q8IVF2,Cytoplasm,Medium,AD
Q8IVP5,Mitochondria,High,AD
Q8IW45,Cytoskeleton,High,AD
Q8IWB7,Endoplasmic Reticulum,Medium,AD
Q8IWT6,Endoplasmic Reticulum,Medium,AD
Q8IXJ6,Cytoskeleton,High,AD
Q8IY17,Endoplasmic Reticulum,High,AD
Q8IYB5,Plasma membrane,Medium,AD
Q8IYI6,Endoplasmic Reticulum,High,AD
Q8IYJ1,Mitochondria,Medium,AD
Q8IYQ7,Postsynapse,Medium,AD
Q8IZD9,Mitochondria,High,AD
Q8IZP0,Presynapse,High,AD
Q8N0X7,Endoplasmic Reticulum,High,AD
Q8N111,Cytoskeleton,High,AD
Q8N122,Mitochondria,Medium,AD
Q8N135,Endoplasmic Reticulum,High,AD
Q8N145,Cytoskeleton,High,AD
Q8N163,Nucleus,High,AD
Q8N183,Postsynapse,Medium,AD
Q8N1A0,Nucleus,High,AD
Q8N1B4,Endoplasmic Reticulum,Medium,AD
Q8N1F7,Nucleus,High,AD
Q8N1I0,Endoplasmic Reticulum,High,AD
Q8N2K0,Endoplasmic Reticulum,High,AD
Q8N335,Cytoskeleton,High,AD
Q8N3F0,Cytoskeleton,High,AD
Q8N3J6,Cytoskeleton,High,AD
Q8N4C8,Endoplasmic Reticulum,High,AD
Q8N4Q0,Mitochondria,High,AD
Q8N4V2,Mitochondria,Medium,AD
Q8N568,Presynapse,Medium,AD
Q8N573,Cytoskeleton,High,AD
Q8N5K1,Endoplasmic Reticulum,Medium,AD
Q8N5S9,Endoplasmic Reticulum,Medium,AD
Q8N668,Mitochondria,Medium,AD
Q8N684,Nucleus,Medium,AD
Q8N6C5,Endoplasmic Reticulum,Medium,AD
Q8N6N7,Cytoplasm,High,AD
Q8N766,Endoplasmic Reticulum,High,AD
Q8N7J2,Endoplasmic Reticulum,Medium,AD
Q8N8N7,Cytoplasm,High,AD
Q8N8S7,Cytoplasm,Medium,AD
Q8N8Y2,Cytoskeleton,Medium,AD
Q8N9F0,Mitochondria,Medium,AD
Q8N9I0,Cytoskeleton,High,AD
Q8N9N7,Endoplasmic Reticulum,Medium,AD
Q8NB37,Endoplasmic Reticulum,Medium,AD
Q8NBM8,Presynapse,High,AD
Q8NBN7,Postsynapse,Medium,AD
Q8NBQ5,Endoplasmic Reticulum,High,AD
Q8NBS9,Endoplasmic Reticulum,Medium,AD
Q8NBX0,Cytoskeleton,High,AD
Q8NCA5,Endoplasmic Reticulum,High,AD
Q8NCB2,Cytoskeleton,High,AD
Q8NCW5,Cytoskeleton,Medium,AD
Q8ND24,Mitochondria,Medium,AD
Q8NDA8,Presynapse,Medium,AD
Q8NDH3,Endoplasmic Reticulum,Medium,AD
Q8NE01,Mitochondria,High,AD
Q8NE62,Mitochondria,High,AD
Q8NE71,Endoplasmic Reticulum,Medium,AD
Q8NE86,Endoplasmic Reticulum,High,AD
Q8NEB9,Mitochondria,Medium,AD
Q8NEU8,Endoplasmic Reticulum,High,AD
Q8NF91,Cytoskeleton,Medium,AD
Q8NFJ9,Mitochondria,Medium,AD
Q8NFP9,Endoplasmic Reticulum,High,AD
Q8NFU3,Mitochondria,High,AD
Q8NFW8,Nucleus,Medium,AD
Q8NFZ4,Mitochondria,High,AD
Q8NFZ8,Cytoskeleton,High,AD
Q8NHM4,Cytoskeleton,High,AD
Q8NHP6,Mitochondria,High,AD
Q8TAC2,Mitochondria,Medium,AD
Q8TAM6,Cytoskeleton,High,AD
Q8TB36,Cytoskeleton,High,AD
Q8TBB6,Nucleus,Medium,AD
Q8TBC4,Cytoskeleton,Medium,AD
Q8TBX8,Cytoskeleton,Medium,AD
Q8TC12,Endoplasmic Reticulum,High,AD
Q8TCD5,Cytoplasm,High,AD
Q8TCU6,Mitochondria,Medium,AD
Q8TCZ2,Endoplasmic Reticulum,Medium,AD
Q8TDJ6,Cytoskeleton,High,AD
Q8TDQ7,Cytoplasm,High,AD
Q8TEA8,Cytoplasm,Medium,AD
Q8TEQ8,Mitochondria,Medium,AD
Q8TF30,Cytoplasm,High,AD
Q8TF44,Mitochondria,Medium,AD
Q8TF61,Postsynapse,Medium,AD
Q8WU79,Endoplasmic Reticulum,Medium,AD
Q8WUK0,Mitochondria,High,AD
Q8WUM4,Cytoskeleton,High,AD
Q8WUW1,Presynapse,High,AD
Q8WUX9,Mitochondria,Medium,AD
Q8WUY1,Endoplasmic Reticulum,High,AD
Q8WUY3,Postsynapse,High,AD
Q8WWI1,Mitochondria,Medium,AD
Q8WWI5,Cytoskeleton,High,AD
Q8WXD9,Postsynapse,High,AD
Q8WXF1,Nucleus,High,AD
Q8WXF7,Cytoskeleton,High,AD
Q8WXG6,Cytoskeleton,Medium,AD
Q8WXH0,Cytoplasm,High,AD
Q8WXI2,Mitochondria,Medium,AD
Q8WYP5,Cytoskeleton,Medium,AD
Q8WZ42,Cytoskeleton,High,AD
Q8WZA0,Cytoplasm,High,AD
Q8WZA9,Cytoplasm,High,AD
Q92499,Cytoskeleton,High,AD
Q92504,Endoplasmic Reticulum,Medium,AD
Q92520,Mitochondria,High,AD
Q92522,Nucleus,High,AD
Q92530,Endoplasmic Reticulum,High,AD
Q92542,Endoplasmic Reticulum,High,AD
Q92556,Endoplasmic Reticulum,Medium,AD
Q92558,Plasma membrane,High,AD
Q92561,Cytoskeleton,High,AD
Q92574,Endoplasmic Reticulum,Medium,AD
Q92581,Mitochondria,High,AD
Q92597,Cytoskeleton,Medium,AD
Q92598,Cytoskeleton,High,AD
Q92599,Cytoskeleton,High,AD
Q92614,Cytoskeleton,High,AD
Q92616,Endoplasmic Reticulum,High,AD
Q92667,Cytoplasm,Medium,AD
Q92673,Endoplasmic Reticulum,High,AD
Q92686,Cytoskeleton,High,AD
Q92688,Cytoplasm,High,AD
Q92696,Endoplasmic Reticulum,Medium,AD
Q92734,Cytoplasm,High,AD
Q92736,Cytoskeleton,High,AD
Q92743,Nucleus,Medium,AD
Q92752,Cytoskeleton,High,AD
Q92777,Cytoskeleton,High,AD
Q92820,Cytoplasm,High,AD
Q92823,Cytoskeleton,High,AD
Q92841,Cytoskeleton,High,AD
Q92882,Endoplasmic Reticulum,Medium,AD
Q92896,Plasma membrane,Medium,AD
Q92900,Endoplasmic Reticulum,Medium,AD
Q92905,Cytoplasm,High,AD
Q92930,Plasma membrane,Medium,AD
Q92947,Cytoplasm,Medium,AD
Q92973,Endoplasmic Reticulum,High,AD
Q92974,Cytoskeleton,High,AD
Q92982,Endoplasmic Reticulum,High,AD
Q92990,Mitochondria,High,AD
Q93008,Endoplasmic Reticulum,Medium,AD
Q93034,Cytoplasm,High,AD
Q93050,Cytoskeleton,High,AD
Q93100,Endoplasmic Reticulum,Medium,AD
Q969E2,Endoplasmic Reticulum,High,AD
Q969E4,Cytoplasm,High,AD
Q969P0,Cytoskeleton,High,AD
Q969Q0,Plasma membrane,Medium,AD
Q969T9,Endoplasmic Reticulum,Medium,AD
Q969Z0,Mitochondria,High,AD
Q969Z3,Endoplasmic Reticulum,Medium,AD
Q96A00,Cytoskeleton,High,AD
Q96A26,Mitochondria,Medium,AD
Q96A33,Endoplasmic Reticulum,High,AD
Q96A65,Endoplasmic Reticulum,High,AD
Q96AB3,Cytoskeleton,High,AD
Q96AC1,Cytoskeleton,High,AD
Q96AE4,Cytoplasm,High,AD
Q96AG4,Endoplasmic Reticulum,Medium,AD
Q96AJ9,Mitochondria,High,AD
Q96AM1,Mitochondria,Medium,AD
Q96AQ6,Cytoskeleton,High,AD
Q96BM9,Cytoskeleton,High,AD
Q96BQ5,Mitochondria,Medium,AD
Q96C19,Cytoplasm,High,AD
Q96CM8,Mitochondria,High,AD
Q96CN7,Cytoplasm,High,AD
Q96CS3,Endoplasmic Reticulum,High,AD
Q96CV9,Endoplasmic Reticulum,Medium,AD
Q96CW1,Cytoskeleton,High,AD
Q96D09,Mitochondria,Medium,AD
Q96DA2,Endoplasmic Reticulum,Medium,AD
Q96DA6,Mitochondria,High,AD
Q96DB2,Endoplasmic Reticulum,High,AD
Q96DE0,Cytoplasm,Medium,AD
Q96DG6,Cytoplasm,High,AD
Q96EK5,Endoplasmic Reticulum,High,AD
Q96EY1,Postsynapse,Medium,AD
Q96F07,Cytoskeleton,High,AD
Q96F85,Cytoskeleton,High,AD
Q96FC7,Cytoskeleton,High,AD
Q96FJ2,Cytoskeleton,High,AD
Q96FQ6,Cytoplasm,High,AD
Q96FW1,Cytoskeleton,High,AD
Q96G03,Cytoplasm,High,AD
Q96GA7,Endoplasmic Reticulum,High,AD
Q96GD0,Cytoskeleton,High,AD
Q96GK7,Cytoskeleton,Medium,AD
Q96GR2,Mitochondria,Medium,AD
Q96GW7,Cytoskeleton,High,AD
Q96HN2,Cytoskeleton,High,AD
Q96HY6,Endoplasmic Reticulum,High,AD
Q96I15,Cytoplasm,High,AD
Q96I23,Mitochondria,Medium,AD
Q96I99,Mitochondria,High,AD
Q96IU4,Cytoplasm,Medium,AD
Q96JE9,Cytoskeleton,High,AD
Q96JJ7,Mitochondria,High,AD
Q96JQ2,Mitochondria,High,AD
Q96K17,Plasma membrane,Medium,AD
Q96KN2,Cytoplasm,High,AD
Q96KP1,Endoplasmic Reticulum,High,AD
Q96KP4,Cytoskeleton,High,AD
Q96LT7,Mitochondria,Medium,AD
Q96MM6,Nucleus,Medium,AD
Q96MZ0,Cytoskeleton,Medium,AD
Q96N66,Endoplasmic Reticulum,Medium,AD
Q96NN9,Endoplasmic Reticulum,Medium,AD
Q96NW7,Mitochondria,Medium,AD
Q96P47,Cytoskeleton,High,AD
Q96P70,Endoplasmic Reticulum,Medium,AD
Q96PE3,Endoplasmic Reticulum,Medium,AD
Q96PE5,Presynapse,Medium,AD
Q96PE7,Mitochondria,High,AD
Q96PU5,Mitochondria,Medium,AD
Q96PU8,Endoplasmic Reticulum,High,AD
Q96PV0,Cytoskeleton,High,AD
Q96PY5,Cytoskeleton,Medium,AD
Q96Q05,Mitochondria,High,AD
Q96QK1,Cytoskeleton,High,AD
Q96QR8,Endoplasmic Reticulum,Medium,AD
Q96RP9,Postsynapse,Medium,AD
Q96RQ3,Postsynapse,High,AD
Q96RS6,Nucleus,Medium,AD
Q96RT1,Mitochondria,Medium,AD
Q96RW7,Cytoskeleton,High,AD
Q96S66,Mitochondria,Medium,AD
Q96S97,Presynapse,High,AD
Q96SB3,Postsynapse,High,AD
Q96SZ5,Cytoplasm,High,AD
Q96T76,Endoplasmic Reticulum,High,AD
Q96TC7,Cytoskeleton,High,AD
Q99426,Cytoskeleton,High,AD
Q99460,Plasma membrane,High,AD
Q99497,Cytoskeleton,High,AD
Q99536,Cytoskeleton,High,AD
Q99569,Mitochondria,Medium,AD
Q99572,Plasma membrane,Medium,AD
Q99584,Cytoskeleton,High,AD
Q99598,Cytoplasm,High,AD
Q99613,Endoplasmic Reticulum,High,AD
Q99615,Endoplasmic Reticulum,Medium,AD
Q99622,Nucleus,Medium,AD
Q99623,Cytoskeleton,High,AD
Q99627,Cytoskeleton,High,AD
Q99643,Mitochondria,High,AD
Q99653,Endoplasmic Reticulum,Medium,AD
Q99683,Mitochondria,Medium,AD
Q99685,Cytoskeleton,Medium,AD
Q99714,Cytoskeleton,High,AD
Q99719,Cytoskeleton,High,AD
Q99729,Cytoplasm,Medium,AD
Q99733,Cytoskeleton,Medium,AD
Q99747,Plasma membrane,Medium,AD
Q99798,Cytoskeleton,High,AD
Q99805,Endoplasmic Reticulum,High,AD
Q99807,Mitochondria,High,AD
Q99816,Endoplasmic Reticulum,Medium,AD
Q99829,Endoplasmic Reticulum,High,AD
Q99832,Cytoskeleton,High,AD
Q99879,Nucleus,Medium,AD
Q99943,Endoplasmic Reticulum,Medium,AD
Q99961,Mitochondria,Medium,AD
Q99962,Cytoskeleton,High,AD
Q99963,Cytoskeleton,High,AD
Q9BPU6,Cytoskeleton,High,AD
Q9BPW8,Cytoskeleton,High,AD
Q9BQ69,Postsynapse,Medium,AD
Q9BQ70,Mitochondria,Medium,AD
Q9BQE5,Endoplasmic Reticulum,Medium,AD
Q9BQG1,Mitochondria,Medium,AD
Q9BQI5,Cytoskeleton,High,AD
Q9BR01,Cytoplasm,Medium,AD
Q9BR76,Endoplasmic Reticulum,Medium,AD
Q9BRA2,Cytoplasm,High,AD
Q9BRX8,Cytoskeleton,Medium,AD
Q9BSF0,Mitochondria,Medium,AD
Q9BSH4,Postsynapse,High,AD
Q9BSH5,Mitochondria,Medium,AD
Q9BSJ8,Cytoskeleton,High,AD
Q9BSU1,Presynapse,Medium,AD
Q9BT78,Cytoskeleton,High,AD
Q9BTV5,Endoplasmic Reticulum,Medium,AD
Q9BTW9,Endoplasmic Reticulum,High,AD
Q9BUT1,Cytoplasm,High,AD
Q9BV20,Endoplasmic Reticulum,High,AD
Q9BVA1,Cytoskeleton,High,AD
Q9BVK6,Endoplasmic Reticulum,High,AD
Q9BW30,Cytoskeleton,High,AD
Q9BW62,Mitochondria,Medium,AD
Q9BWD1,Cytoskeleton,High,AD
Q9BWM7,Cytoskeleton,High,AD
Q9BX66,Cytoskeleton,Medium,AD
Q9BX67,Plasma membrane,Medium,AD
Q9BX68,Mitochondria,Medium,AD
Q9BXK5,Cytoskeleton,Medium,AD
Q9BXS0,Postsynapse,Medium,AD
Q9BXW6,Endoplasmic Reticulum,Medium,AD
Q9BY11,Cytoskeleton,High,AD
Q9BY67,Cytoskeleton,Medium,AD
Q9BYB0,Postsynapse,Medium,AD
Q9BYD6,Mitochondria,High,AD
Q9BZC7,Endoplasmic Reticulum,High,AD
Q9BZE9,Mitochondria,Medium,AD
Q9BZF3,Endoplasmic Reticulum,Medium,AD
Q9BZV1,Cytoskeleton,Medium,AD
Q9BZZ5,Endoplasmic Reticulum,High,AD
Q9C040,Cytoskeleton,High,AD
Q9C0B1,Cytoplasm,High,AD
Q9C0C9,Cytoskeleton,High,AD
Q9C0D9,Mitochondria,Medium,AD
Q9C0E8,Endoplasmic Reticulum,High,AD
Q9C0G6,Cytoplasm,Medium,AD
Q9GZM7,Nucleus,High,AD
Q9GZM8,Nucleus,Medium,AD
Q9GZP4,Cytoplasm,High,AD
Q9GZQ8,Cytoskeleton,High,AD
Q9GZS3,Endoplasmic Reticulum,High,AD
Q9GZT3,Mitochondria,Medium,AD
Q9GZT4,Endoplasmic Reticulum,High,AD
Q9GZT6,Mitochondria,Medium,AD
Q9GZT8,Cytoplasm,High,AD
Q9GZV7,Cytoskeleton,High,AD
Q9GZZ9,Cytoskeleton,Medium,AD
Q9H008,Cytoskeleton,High,AD
Q9H061,Postsynapse,Medium,AD
Q9H074,Cytoplasm,High,AD
Q9H078,Mitochondria,High,AD
Q9H0A8,Endoplasmic Reticulum,High,AD
Q9H0B6,Mitochondria,Medium,AD
Q9H0E2,Cytoskeleton,High,AD
Q9H0Q0,Cytoskeleton,Medium,AD
Q9H0Q3,Cytoskeleton,Medium,AD
Q9H0R4,Cytoskeleton,High,AD
Q9H0R8,Endoplasmic Reticulum,Medium,AD
Q9H0U4,Plasma membrane,Medium,AD
Q9H0W9,Cytoplasm,Medium,AD
Q9H115,Cytoskeleton,High,AD
Q9H1E5,Endoplasmic Reticulum,High,AD
Q9H1K0,Mitochondria,Medium,AD
Q9H1K1,Mitochondria,High,AD
Q9H1K4,Endoplasmic Reticulum,Medium,AD
Q9H1P3,Endoplasmic Reticulum,Medium,AD
Q9H1Z4,Endoplasmic Reticulum,Medium,AD
Q9H254,Postsynapse,High,AD
Q9H299,Cytoplasm,High,AD
Q9H2C0,Mitochondria,Medium,AD
Q9H2G2,Endoplasmic Reticulum,Medium,AD
Q9H2M9,Endoplasmic Reticulum,High,AD
Q9H2U2,Cytoplasm,High,AD
Q9H2W6,Mitochondria,Medium,AD
Q9H2X9,Cytoskeleton,High,AD
Q9H313,Presynapse,High,AD
Q9H330,Mitochondria,Medium,AD
Q9H3H3,Cytoplasm,Medium,AD
Q9H3K6,Mitochondria,Medium,AD
Q9H3N1,Endoplasmic Reticulum,High,AD
Q9H3S7,Cytoskeleton,Medium,AD
Q9H479,Cytoskeleton,Medium,AD
Q9H492,Cytoskeleton,Medium,AD
Q9H4G0,Cytoskeleton,High,AD
Q9H4M9,Endoplasmic Reticulum,Medium,AD
Q9H6K4,Postsynapse,High,AD
Q9H6L5,Mitochondria,Medium,AD
Q9H6R3,Mitochondria,High,AD
Q9H6U6,Endoplasmic Reticulum,Medium,AD
Q9H7D0,Endoplasmic Reticulum,High,AD
Q9H7Z7,Plasma membrane,Medium,AD
Q9H845,Mitochondria,High,AD
Q9H8H3,Cytoskeleton,High,AD
Q9H902,Mitochondria,Medium,AD
Q9H936,Cytoskeleton,Medium,AD
Q9H9B4,Cytoskeleton,High,AD
Q9H9C1,Mitochondria,Medium,AD
Q9H9J2,Mitochondria,Medium,AD
Q9H9S3,Endoplasmic Reticulum,Medium,AD
Q9H9S4,Cytoplasm,High,AD
Q9HA64,Cytoplasm,High,AD
Q9HA77,Mitochondria,High,AD
Q9HAR2,Mitochondria,Medium,AD
Q9HAT2,Cytoplasm,High,AD
Q9HAV0,Cytoskeleton,Medium,AD
Q9HAV7,Mitochondria,High,AD
Q9HB71,Cytoskeleton,High,AD
Q9HB90,Endoplasmic Reticulum,Medium,AD
Q9HBH5,Mitochondria,Medium,AD
Q9HBI6,Endoplasmic Reticulum,High,AD
Q9HBL0,Nucleus,High,AD
Q9HBL8,Mitochondria,Medium,AD
Q9HC38,Cytoskeleton,High,AD
Q9HCD6,Mitochondria,Medium,AD
Q9HCH3,Cytoskeleton,High,AD
Q9HCJ6,Cytoskeleton,High,AD
Q9HCP6,Endoplasmic Reticulum,High,AD
Q9HD23,Mitochondria,Medium,AD
Q9NNW7,Mitochondria,High,AD
Q9NP78,Endoplasmic Reticulum,Medium,AD
Q9NP79,Endoplasmic Reticulum,Medium,AD
Q9NP80,Mitochondria,High,AD
Q9NP81,Postsynapse,Medium,AD
Q9NP97,Cytoskeleton,High,AD
Q9NPF4,Cytoplasm,Medium,AD
Q9NPQ8,Endoplasmic Reticulum,Medium,AD
Q9NQ66,Cytoskeleton,High,AD
Q9NQ88,Endoplasmic Reticulum,Medium,AD
Q9NQC3,Cytoskeleton,High,AD
Q9NQC7,Mitochondria,High,AD
Q9NQE9,Presynapse,Medium,AD
Q9NQP4,Cytoplasm,Medium,AD
Q9NQR4,Cytoplasm,High,AD
Q9NQW7,Cytoplasm,High,AD
Q9NQX3,Cytoskeleton,Medium,AD
Q9NQX7,Endoplasmic Reticulum,Medium,AD
Q9NR28,Cytoplasm,Medium,AD
Q9NR31,Endoplasmic Reticulum,Medium,AD
Q9NR46,Cytoskeleton,High,AD
Q9NRG7,Postsynapse,Medium,AD
Q9NRV9,Cytoskeleton,High,AD
Q9NRW1,Cytoskeleton,High,AD
Q9NRW7,Endoplasmic Reticulum,Medium,AD
Q9NRX4,Cytoskeleton,Medium,AD
Q9NRZ7,Endoplasmic Reticulum,High,AD
Q9NS69,Postsynapse,Medium,AD
Q9NSD9,Cytoskeleton,High,AD
Q9NSE4,Postsynapse,High,AD
Q9NT62,Endoplasmic Reticulum,High,AD
Q9NTJ4,Cytoplasm,High,AD
Q9NTK5,Cytoskeleton,High,AD
Q9NUJ1,Cytoskeleton,High,AD
Q9NUM4,Plasma membrane,Medium,AD
Q9NUQ2,Mitochondria,Medium,AD
Q9NUQ9,Cytoskeleton,High,AD
Q9NUU7,Endoplasmic Reticulum,High,AD
Q9NV70,Endoplasmic Reticulum,Medium,AD
Q9NV96,Presynapse,Medium,AD
Q9NVA2,Cytoskeleton,High,AD
Q9NVI7,Mitochondria,Medium,AD
Q9NWU2,Endoplasmic Reticulum,High,AD
Q9NX14,Postsynapse,High,AD
Q9NXA8,Mitochondria,Medium,AD
Q9NY65,Cytoskeleton,High,AD
Q9NYB9,Presynapse,High,AD
Q9NYI0,Cytoskeleton,High,AD
Q9NYU2,Endoplasmic Reticulum,Medium,AD
Q9NZ01,Endoplasmic Reticulum,High,AD
Q9NZ45,Cytoskeleton,High,AD
Q9NZ56,Endoplasmic Reticulum,Medium,AD
Q9NZB8,Mitochondria,Medium,AD
Q9NZD2,Cytoskeleton,High,AD
Q9NZG7,Endoplasmic Reticulum,High,AD
Q9NZH0,Endoplasmic Reticulum,Medium,AD
Q9NZL4,Cytoplasm,High,AD
Q9NZL9,Cytoplasm,High,AD
Q9NZN3,Cytoskeleton,High,AD
Q9NZW5,Endoplasmic Reticulum,Medium,AD
Q9P000,Endoplasmic Reticulum,High,AD
Q9P032,Mitochondria,High,AD
Q9P035,Cytoskeleton,High,AD
Q9P0J0,Cytoskeleton,High,AD
Q9P0J1,Mitochondria,High,AD
Q9P0L0,Cytoskeleton,Medium,AD
Q9P0L2,Endoplasmic Reticulum,High,AD
Q9P0S9,Mitochondria,High,AD
Q9P0U1,Mitochondria,High,AD
Q9P0Z9,Mitochondria,Medium,AD
Q9P1F3,Cytoplasm,High,AD
Q9P1U1,Cytoskeleton,Medium,AD
Q9P253,Endoplasmic Reticulum,Medium,AD
Q9P265,Presynapse,Medium,AD
Q9P2D7,Cytoskeleton,Medium,AD
Q9P2G1,Postsynapse,High,AD
Q9P2R7,Cytoskeleton,High,AD
Q9P2T1,Cytoplasm,High,AD
Q9P2U7,Plasma membrane,Medium,AD
Q9P2W3,Endoplasmic Reticulum,Medium,AD
Q9UBB6,Cytoskeleton,High,AD
Q9UBC2,Cytoskeleton,High,AD
Q9UBE0,Nucleus,High,AD
Q9UBF2,Endoplasmic Reticulum,High,AD
Q9UBI6,Cytoskeleton,Medium,AD
Q9UBN7,Endoplasmic Reticulum,Medium,AD
Q9UBP4,Cytoskeleton,High,AD
Q9UBQ0,Cytoskeleton,Medium,AD
Q9UBQ7,Cytoskeleton,High,AD
Q9UBS5,Presynapse,Medium,AD
Q9UBV8,Cytoplasm,Medium,AD
Q9UBW8,Cytoskeleton,Medium,AD
Q9UBX3,Postsynapse,Medium,AD
Q9UD71,Cytoplasm,High,AD
